COUNTRY_lab,rama_agg,skill_level,cat_ocup,n_raw,n_wei
Peru,Agro,Level 2,Unpaid worker,50,474.5
Peru,Agro,Level 2,Wage/salary worker,2134,20251.66
Peru,Agro,Level 3-4,Employer,188,1784.1200000000001
Peru,Agro,Level 3-4,Own account worker,290,2752.1
Peru,Agro,Level 3-4,Unpaid worker,12,113.88
Peru,Agro,Level 3-4,Wage/salary worker,1486,14102.14
Peru,No agro,Level 1,Employer,1918,18201.82
Peru,No agro,Level 1,Own account worker,52451,497759.99000000017
Peru,No agro,Level 1,Unpaid worker,3886,36878.14
Peru,No agro,Level 1,Wage/salary worker,100633,955007.1700000006
Peru,No agro,Level 2,Employer,26344,250004.55999999997
Peru,No agro,Level 2,Own account worker,245551,2330278.990000002
Peru,No agro,Level 2,Unpaid worker,17600,167024
Peru,No agro,Level 2,Wage/salary worker,288391,2736830.590000002
Peru,No agro,Level 3-4,Employer,16522,156793.78
Peru,No agro,Level 3-4,Own account worker,41543,394243.07000000007
Peru,No agro,Level 3-4,Unpaid worker,1444,13703.56
Peru,No agro,Level 3-4,Wage/salary worker,189098,1794540.0200000014
Portugal,Agro,Level 1,Employer,51,1020
Portugal,Agro,Level 1,Own account worker,83,1660
Portugal,Agro,Level 1,Unpaid worker,20,400
Portugal,Agro,Level 1,Wage/salary worker,993,19860
Portugal,Agro,Level 2,Employer,304,6080
Portugal,Agro,Level 2,Own account worker,1458,29160
Portugal,Agro,Level 2,Unpaid worker,304,6080
Portugal,Agro,Level 2,Wage/salary worker,2384,47680
Portugal,Agro,Level 3-4,Employer,876,17520
Portugal,Agro,Level 3-4,Own account worker,8,160
Portugal,Agro,Level 3-4,Wage/salary worker,281,5620
Portugal,No agro,Level 1,Employer,864,17280
Portugal,No agro,Level 1,Own account worker,1750,35000
Portugal,No agro,Level 1,Unpaid worker,366,7320
Portugal,No agro,Level 1,Wage/salary worker,24533,490660
Portugal,No agro,Level 2,Employer,6964,139280
Portugal,No agro,Level 2,Own account worker,8476,169520
Portugal,No agro,Level 2,Unpaid worker,437,8740
Portugal,No agro,Level 2,Wage/salary worker,94382,1887640
Portugal,No agro,Level 3-4,Employer,13968,279360
Portugal,No agro,Level 3-4,Own account worker,2827,56540
Portugal,No agro,Level 3-4,Unpaid worker,26,520
Portugal,No agro,Level 3-4,Wage/salary worker,52954,1059080
Puerto Rico,Agro,Level 1,Wage/salary worker,4,219
Puerto Rico,Agro,Level 2,Own account worker,29,1230
Puerto Rico,Agro,Level 2,Unpaid worker,9,227
Puerto Rico,Agro,Level 2,Wage/salary worker,438,16164
Puerto Rico,Agro,Level 3-4,Own account worker,174,5901
Puerto Rico,Agro,Level 3-4,Wage/salary worker,36,1739
Puerto Rico,No agro,Level 1,Own account worker,329,13832
Puerto Rico,No agro,Level 1,Unpaid worker,2,54
Puerto Rico,No agro,Level 1,Wage/salary worker,1418,58870
Puerto Rico,No agro,Level 2,Own account worker,4067,157933
Puerto Rico,No agro,Level 2,Unpaid worker,64,2450
Puerto Rico,No agro,Level 2,Wage/salary worker,30825,1221518
Puerto Rico,No agro,Level 3-4,Own account worker,2192,77254
Puerto Rico,No agro,Level 3-4,Unpaid worker,25,710
Puerto Rico,No agro,Level 3-4,Wage/salary worker,17110,630799
Romania,Agro,Level 1,Own account worker,14574,145740
Romania,Agro,Level 1,Unpaid worker,12650,126500
Romania,Agro,Level 1,Wage/salary worker,4335,43350
Romania,Agro,Level 2,Own account worker,108189,1081890
Romania,Agro,Level 2,Unpaid worker,85799,857990
Romania,Agro,Level 2,Wage/salary worker,11299,112990
Romania,Agro,Level 3-4,Own account worker,401,4010
Romania,Agro,Level 3-4,Wage/salary worker,3700,37000
Romania,No agro,Level 1,Own account worker,5752,57520
Romania,No agro,Level 1,Unpaid worker,561,5610
Romania,No agro,Level 1,Wage/salary worker,48957,489570
Romania,No agro,Level 2,Own account worker,16855,168550
Romania,No agro,Level 2,Unpaid worker,1715,17150
Romania,No agro,Level 2,Wage/salary worker,316724,3167240
Romania,No agro,Level 3-4,Own account worker,9498,94980
Romania,No agro,Level 3-4,Unpaid worker,4,40
Romania,No agro,Level 3-4,Wage/salary worker,205500,2055000
Rwanda,Agro,Level 1,Employer,50,500
Rwanda,Agro,Level 1,Own account worker,1185,11850
Rwanda,Agro,Level 1,Unpaid worker,446,4460
Rwanda,Agro,Level 1,Wage/salary worker,7211,72110
Rwanda,Agro,Level 2,Employer,620,6200
Rwanda,Agro,Level 2,Own account worker,215144,2151440
Rwanda,Agro,Level 2,Unpaid worker,27896,278960
Rwanda,Agro,Level 2,Wage/salary worker,10640,106400
Rwanda,Agro,Level 3-4,Employer,7,70
Rwanda,Agro,Level 3-4,Own account worker,60,600
Rwanda,Agro,Level 3-4,Unpaid worker,3,30
Rwanda,Agro,Level 3-4,Wage/salary worker,253,2530
Rwanda,No agro,Level 1,Employer,78,780
Rwanda,No agro,Level 1,Own account worker,2719,27190
Rwanda,No agro,Level 1,Unpaid worker,491,4910
Rwanda,No agro,Level 1,Wage/salary worker,6267,62670
Rwanda,No agro,Level 2,Employer,624,6240
Rwanda,No agro,Level 2,Own account worker,28333,283330
Rwanda,No agro,Level 2,Unpaid worker,1776,17760
Rwanda,No agro,Level 2,Wage/salary worker,31256,312560
Rwanda,No agro,Level 3-4,Employer,160,1600
Rwanda,No agro,Level 3-4,Own account worker,1199,11990
Rwanda,No agro,Level 3-4,Unpaid worker,25,250
Rwanda,No agro,Level 3-4,Wage/salary worker,10089,100890
Senegal,Agro,Level 1,Employer,31,327.01
Senegal,Agro,Level 1,Own account worker,1983,20849.27
Senegal,Agro,Level 1,Unpaid worker,369,3882.99
Senegal,Agro,Level 1,Wage/salary worker,135,1427.11
Senegal,Agro,Level 2,Employer,1196,12559.199999999999
Senegal,Agro,Level 2,Own account worker,50008,525581.7000000001
Senegal,Agro,Level 2,Unpaid worker,7710,81089.68000000001
Senegal,Agro,Level 2,Wage/salary worker,2085,21946.09
Senegal,Agro,Level 3-4,Employer,46,485.12
Senegal,Agro,Level 3-4,Own account worker,1090,11432.279999999999
Senegal,Agro,Level 3-4,Unpaid worker,50,524.8399999999999
Senegal,Agro,Level 3-4,Wage/salary worker,174,1829.6799999999998
Senegal,No agro,Level 1,Employer,1133,11967.35
Senegal,No agro,Level 1,Own account worker,7846,82820.08
Senegal,No agro,Level 1,Unpaid worker,1173,12353.39
Senegal,No agro,Level 1,Wage/salary worker,7545,80020.20999999999
Senegal,No agro,Level 2,Employer,6109,64474.17
Senegal,No agro,Level 2,Own account worker,73964,779829.4599999998
Senegal,No agro,Level 2,Unpaid worker,15584,164443.6
Senegal,No agro,Level 2,Wage/salary worker,18495,195737.25
Senegal,No agro,Level 3-4,Employer,1296,13687.539999999999
Senegal,No agro,Level 3-4,Own account worker,9245,97544.49
Senegal,No agro,Level 3-4,Unpaid worker,735,7762.3099999999995
Senegal,No agro,Level 3-4,Wage/salary worker,15239,160724.79
Sierra Leone,No agro,Level 1,Employer,318,3180
Sierra Leone,No agro,Level 1,Own account worker,5887,58870
Sierra Leone,No agro,Level 1,Unpaid worker,476,4760
Sierra Leone,No agro,Level 1,Wage/salary worker,1147,11470
Sierra Leone,No agro,Level 2,Employer,10083,100830
Sierra Leone,No agro,Level 2,Own account worker,203047,2030470
Sierra Leone,No agro,Level 2,Unpaid worker,17496,174960
Sierra Leone,No agro,Level 2,Wage/salary worker,13364,133640
Sierra Leone,No agro,Level 3-4,Employer,1629,16290
Sierra Leone,No agro,Level 3-4,Own account worker,4569,45690
Sierra Leone,No agro,Level 3-4,Unpaid worker,736,7360
Sierra Leone,No agro,Level 3-4,Wage/salary worker,13965,139650
Slovak Republic,Agro,Level 1,Employer,1,10
Slovak Republic,Agro,Level 1,Own account worker,35,350
Slovak Republic,Agro,Level 1,Unpaid worker,2,20
Slovak Republic,Agro,Level 1,Wage/salary worker,283,2830
Slovak Republic,Agro,Level 2,Employer,115,1150
Slovak Republic,Agro,Level 2,Own account worker,1141,11410
Slovak Republic,Agro,Level 2,Unpaid worker,3,30
Slovak Republic,Agro,Level 2,Wage/salary worker,3509,35090
Slovak Republic,Agro,Level 3-4,Employer,97,970
Slovak Republic,Agro,Level 3-4,Own account worker,315,3150.01
Slovak Republic,Agro,Level 3-4,Unpaid worker,8,80
Slovak Republic,Agro,Level 3-4,Wage/salary worker,950,9500.01
Slovak Republic,No agro,Level 1,Employer,91,910
Slovak Republic,No agro,Level 1,Own account worker,724,7240
Slovak Republic,No agro,Level 1,Unpaid worker,22,220
Slovak Republic,No agro,Level 1,Wage/salary worker,10493,104930.01
Slovak Republic,No agro,Level 2,Employer,1996,19960.01
Slovak Republic,No agro,Level 2,Own account worker,13070,130700
Slovak Republic,No agro,Level 2,Unpaid worker,146,1460
Slovak Republic,No agro,Level 2,Wage/salary worker,86599,865989.97
Slovak Republic,No agro,Level 3-4,Employer,4149,41490
Slovak Republic,No agro,Level 3-4,Own account worker,7457,74570.01
Slovak Republic,No agro,Level 3-4,Unpaid worker,62,620
Slovak Republic,No agro,Level 3-4,Wage/salary worker,57344,573439.98
Spain,Agro,Level 1,Employer,24,181.41
Spain,Agro,Level 1,Own account worker,203,1663.34
Spain,Agro,Level 1,Unpaid worker,297,2637.75
Spain,Agro,Level 1,Wage/salary worker,18717,221195.5
Spain,Agro,Level 2,Employer,11498,75204.67
Spain,Agro,Level 2,Own account worker,36437,178759.07
Spain,Agro,Level 2,Unpaid worker,965,6474.17
Spain,Agro,Level 2,Wage/salary worker,27138,241846.04
Spain,Agro,Level 3-4,Employer,831,7549.71
Spain,Agro,Level 3-4,Own account worker,1088,7085
Spain,Agro,Level 3-4,Unpaid worker,37,266.57
Spain,Agro,Level 3-4,Wage/salary worker,3554,37826.95
Spain,No agro,Level 1,Employer,1731,20494.68
Spain,No agro,Level 1,Own account worker,3262,39031.87
Spain,No agro,Level 1,Unpaid worker,1653,17693.34
Spain,No agro,Level 1,Wage/salary worker,130113,1629822.94
Spain,No agro,Level 2,Employer,58866,631585.01
Spain,No agro,Level 2,Own account worker,90853,940449.82
Spain,No agro,Level 2,Unpaid worker,5146,54311.43
Spain,No agro,Level 2,Wage/salary worker,629569,7633391.43
Spain,No agro,Level 3-4,Employer,39963,488336.95
Spain,No agro,Level 3-4,Own account worker,42829,536799.52
Spain,No agro,Level 3-4,Unpaid worker,1169,13441.56
Spain,No agro,Level 3-4,Wage/salary worker,377614,4729240.03
Suriname,Agro,Level 1,Own account worker,54,540
Suriname,Agro,Level 1,Unpaid worker,1,10
Suriname,Agro,Level 1,Wage/salary worker,205,2050
Suriname,Agro,Level 2,Employer,9,90
Suriname,Agro,Level 2,Own account worker,358,3580
Suriname,Agro,Level 2,Unpaid worker,26,260
Suriname,Agro,Level 2,Wage/salary worker,171,1710
Suriname,Agro,Level 3-4,Employer,3,30
Suriname,Agro,Level 3-4,Own account worker,4,40
Suriname,Agro,Level 3-4,Wage/salary worker,34,340
Suriname,No agro,Level 1,Employer,43,430
Suriname,No agro,Level 1,Own account worker,369,3690
Suriname,No agro,Level 1,Unpaid worker,41,410
Suriname,No agro,Level 1,Wage/salary worker,1973,19730
Suriname,No agro,Level 2,Employer,222,2220
Suriname,No agro,Level 2,Own account worker,1929,19290
Suriname,No agro,Level 2,Unpaid worker,151,1510
Suriname,No agro,Level 2,Wage/salary worker,5713,57130
Suriname,No agro,Level 3-4,Employer,144,1440
Suriname,No agro,Level 3-4,Own account worker,328,3280
Suriname,No agro,Level 3-4,Unpaid worker,25,250
Suriname,No agro,Level 3-4,Wage/salary worker,3353,33530
Switzerland,Agro,Level 1,Own account worker,11,299.08
Switzerland,Agro,Level 1,Unpaid worker,45,1289.24
Switzerland,Agro,Level 1,Wage/salary worker,178,5462.45
Switzerland,Agro,Level 2,Own account worker,745,22298.9
Switzerland,Agro,Level 2,Unpaid worker,257,7668.7
Switzerland,Agro,Level 2,Wage/salary worker,742,21375.85
Switzerland,Agro,Level 3-4,Own account worker,62,1488.91
Switzerland,Agro,Level 3-4,Unpaid worker,15,405.52
Switzerland,Agro,Level 3-4,Wage/salary worker,491,13725.57
Switzerland,No agro,Level 1,Own account worker,148,4402.21
Switzerland,No agro,Level 1,Unpaid worker,164,5097.26
Switzerland,No agro,Level 1,Wage/salary worker,5508,165291.6
Switzerland,No agro,Level 2,Own account worker,2606,69933.73
Switzerland,No agro,Level 2,Unpaid worker,1706,50806.77
Switzerland,No agro,Level 2,Wage/salary worker,46542,1321471.57
Switzerland,No agro,Level 3-4,Own account worker,3946,106637.22
Switzerland,No agro,Level 3-4,Unpaid worker,774,22086.95
Switzerland,No agro,Level 3-4,Wage/salary worker,58418,1618900.92
Tanzania,Agro,Level 1,Employer,154,1671.25
Tanzania,Agro,Level 1,Own account worker,39538,370165.25
Tanzania,Agro,Level 1,Unpaid worker,4375,41855.99
Tanzania,Agro,Level 1,Wage/salary worker,4405,41342.83
Tanzania,Agro,Level 2,Employer,2606,24234.73
Tanzania,Agro,Level 2,Own account worker,1061882,9681140.419999998
Tanzania,Agro,Level 2,Unpaid worker,59419,547757.86
Tanzania,Agro,Level 2,Wage/salary worker,18711,182173.33
Tanzania,Agro,Level 3-4,Employer,277,3275.02
Tanzania,Agro,Level 3-4,Own account worker,19422,185327.03
Tanzania,Agro,Level 3-4,Unpaid worker,1368,12735.14
Tanzania,Agro,Level 3-4,Wage/salary worker,8800,99081.91
Tanzania,No agro,Level 1,Employer,819,12596.33
Tanzania,No agro,Level 1,Own account worker,78792,911570.5700000001
Tanzania,No agro,Level 1,Unpaid worker,14940,143581.84
Tanzania,No agro,Level 1,Wage/salary worker,19633,250157.34
Tanzania,No agro,Level 2,Employer,1453,18631.14
Tanzania,No agro,Level 2,Own account worker,218419,2225202.46
Tanzania,No agro,Level 2,Unpaid worker,23952,231050.7
Tanzania,No agro,Level 2,Wage/salary worker,76257,940293.89
Tanzania,No agro,Level 3-4,Employer,922,12616.74
Tanzania,No agro,Level 3-4,Own account worker,51426,560369.85
Tanzania,No agro,Level 3-4,Unpaid worker,2939,31229.01
Tanzania,No agro,Level 3-4,Wage/salary worker,58374,653001.67
Togo,Agro,Level 1,Own account worker,14,149.66
Togo,Agro,Level 1,Unpaid worker,11,117.61999999999999
Togo,Agro,Level 1,Wage/salary worker,27,288.75
Togo,Agro,Level 2,Employer,145,1552.7
Togo,Agro,Level 2,Own account worker,75035,802326.8499999999
Togo,Agro,Level 2,Unpaid worker,15357,164179.85999999996
Togo,Agro,Level 2,Wage/salary worker,535,5748.54
Togo,Agro,Level 3-4,Employer,2,21.44
Togo,Agro,Level 3-4,Own account worker,20,213.98
Togo,Agro,Level 3-4,Unpaid worker,2,21.38
Togo,Agro,Level 3-4,Wage/salary worker,75,806.71
Togo,No agro,Level 1,Employer,37,402.56
Togo,No agro,Level 1,Own account worker,760,8282.16
Togo,No agro,Level 1,Unpaid worker,487,5281.91
Togo,No agro,Level 1,Wage/salary worker,2488,27175.38
Togo,No agro,Level 2,Employer,655,7098.36
Togo,No agro,Level 2,Own account worker,79206,856459.0900000002
Togo,No agro,Level 2,Unpaid worker,12385,133929.22999999998
Togo,No agro,Level 2,Wage/salary worker,8944,97335.35999999999
Togo,No agro,Level 3-4,Employer,246,2671.63
Togo,No agro,Level 3-4,Own account worker,3681,39990.17
Togo,No agro,Level 3-4,Unpaid worker,227,2462.15
Togo,No agro,Level 3-4,Wage/salary worker,8273,89434.18
United States,Agro,Level 1,Own account worker,665,45023
United States,Agro,Level 1,Unpaid worker,246,19026
United States,Agro,Level 1,Wage/salary worker,10282,845203
United States,Agro,Level 2,Own account worker,16517,697556
United States,Agro,Level 2,Unpaid worker,2028,31371
United States,Agro,Level 2,Wage/salary worker,59933,1479631
United States,Agro,Level 3-4,Own account worker,39021,521588
United States,Agro,Level 3-4,Unpaid worker,72,1111
United States,Agro,Level 3-4,Wage/salary worker,12308,271267
United States,No agro,Level 1,Own account worker,28175,1258454
United States,No agro,Level 1,Unpaid worker,739,24324
United States,No agro,Level 1,Wage/salary worker,237665,9479337
United States,No agro,Level 2,Own account worker,437764,13163233
United States,No agro,Level 2,Unpaid worker,8557,237163
United States,No agro,Level 2,Wage/salary worker,4086817,142324036
United States,No agro,Level 3-4,Own account worker,340215,11833124
United States,No agro,Level 3-4,Unpaid worker,3209,97251
United States,No agro,Level 3-4,Wage/salary worker,3070366,102911868
Vietnam,Agro,Level 1,Employer,1835,18828.06
Vietnam,Agro,Level 1,Own account worker,647765,6406058.7
Vietnam,Agro,Level 1,Unpaid worker,720721,6733573.29
Vietnam,Agro,Level 1,Wage/salary worker,98945,993780.5599999999
Vietnam,Agro,Level 2,Employer,3469,36649.37
Vietnam,Agro,Level 2,Own account worker,299277,3048717.21
Vietnam,Agro,Level 2,Unpaid worker,74483,767385.74
Vietnam,Agro,Level 2,Wage/salary worker,29598,318240.29
Vietnam,Agro,Level 3-4,Employer,160,2031.59
Vietnam,Agro,Level 3-4,Own account worker,217,2526.93
Vietnam,Agro,Level 3-4,Unpaid worker,131,1466.04
Vietnam,Agro,Level 3-4,Wage/salary worker,2573,29866.63
Vietnam,No agro,Level 1,Employer,2470,28738.62
Vietnam,No agro,Level 1,Own account worker,49545,587002.06
Vietnam,No agro,Level 1,Unpaid worker,19687,223276.89
Vietnam,No agro,Level 1,Wage/salary worker,190449,2299823.51
Vietnam,No agro,Level 2,Employer,57505,750767.35
Vietnam,No agro,Level 2,Own account worker,648133,8039458.5
Vietnam,No agro,Level 2,Unpaid worker,182634,2209489.25
Vietnam,No agro,Level 2,Wage/salary worker,1000939,13773179.230000002
Vietnam,No agro,Level 3-4,Employer,13395,201880.76
Vietnam,No agro,Level 3-4,Own account worker,16361,250325.85
Vietnam,No agro,Level 3-4,Unpaid worker,3503,52669.03
Vietnam,No agro,Level 3-4,Wage/salary worker,398557,5279462.5
Zambia,Agro,Level 1,Employer,111,1110
Zambia,Agro,Level 1,Own account worker,11245,112450
Zambia,Agro,Level 1,Unpaid worker,14736,147360
Zambia,Agro,Level 1,Wage/salary worker,4658,46580
Zambia,Agro,Level 2,Employer,384,3840
Zambia,Agro,Level 2,Own account worker,93815,938150
Zambia,Agro,Level 2,Unpaid worker,81707,817070
Zambia,Agro,Level 2,Wage/salary worker,4235,42350
Zambia,Agro,Level 3-4,Employer,49,490
Zambia,Agro,Level 3-4,Own account worker,486,4860
Zambia,Agro,Level 3-4,Unpaid worker,294,2940
Zambia,Agro,Level 3-4,Wage/salary worker,487,4870
Zambia,No agro,Level 1,Employer,141,1410
Zambia,No agro,Level 1,Own account worker,5251,52510
Zambia,No agro,Level 1,Unpaid worker,713,7130
Zambia,No agro,Level 1,Wage/salary worker,7067,70670
Zambia,No agro,Level 2,Employer,994,9940
Zambia,No agro,Level 2,Own account worker,31992,319920
Zambia,No agro,Level 2,Unpaid worker,3663,36630
Zambia,No agro,Level 2,Wage/salary worker,38396,383960
Zambia,No agro,Level 3-4,Employer,802,8020
Zambia,No agro,Level 3-4,Own account worker,3386,33860
Zambia,No agro,Level 3-4,Unpaid worker,228,2280
Zambia,No agro,Level 3-4,Wage/salary worker,21841,218410
